Parameter Count: 5257536
Training with 208200 image pairs
/home/navid/.local/lib/python3.10/site-packages/torch/functional.py:504: UserWarning: torch.meshgrid: in an upcoming release, it will be required to pass the indexing argument. (Triggered internally at ../aten/src/ATen/native/TensorShape.cpp:3190.)
  return _VF.meshgrid(tensors, **kwargs)  # type: ignore[attr-defined]
/home/navid/.local/lib/python3.10/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn("Detected call of `lr_scheduler.step()` before `optimizer.step()`. "
[   100,  0.0000056]     0.0445,     0.2715,     0.4391,    15.8472, 
[   200,  0.0000072]     0.0730,     0.3613,     0.5085,    16.6045, 
[   300,  0.0000088]     0.0692,     0.3613,     0.5226,    14.7410, 
[   400,  0.0000104]     0.0777,     0.3658,     0.5098,    15.9405, 
[   500,  0.0000120]     0.0809,     0.3499,     0.4911,    16.3197, 
[   600,  0.0000136]     0.0837,     0.3812,     0.5074,    15.9674, 
[   700,  0.0000152]     0.0512,     0.2858,     0.4553,    16.4673, 
[   800,  0.0000168]     0.0766,     0.3770,     0.5516,    14.0356, 
[   900,  0.0000184]     0.0753,     0.3744,     0.5545,    14.1750, 
[  1000,  0.0000200]     0.0902,     0.4052,     0.5747,    12.9347, 
[  1100,  0.0000216]     0.1197,     0.4667,     0.6111,    13.2703, 
[  1200,  0.0000232]     0.1430,     0.4959,     0.6267,    12.7576, 
[  1300,  0.0000248]     0.1800,     0.5557,     0.6817,    10.6761, 
[  1400,  0.0000264]     0.2008,     0.5642,     0.6739,    11.8774, 
[  1500,  0.0000280]     0.2374,     0.5940,     0.7003,    10.8065, 
[  1600,  0.0000296]     0.2731,     0.6289,     0.7261,    10.1632, 
[  1700,  0.0000312]     0.2658,     0.6187,     0.7208,     9.9130, 
[  1800,  0.0000328]     0.3000,     0.6463,     0.7440,     9.0773, 
[  1900,  0.0000344]     0.3488,     0.6849,     0.7697,     9.0601, 
[  2000,  0.0000360]     0.3228,     0.6499,     0.7399,     9.8757, 
[  2100,  0.0000376]     0.3537,     0.6674,     0.7536,     9.2250, 
[  2200,  0.0000392]     0.3720,     0.6808,     0.7633,     9.3348, 
[  2300,  0.0000408]     0.3705,     0.6568,     0.7368,    10.7671, 
[  2400,  0.0000424]     0.4014,     0.6796,     0.7575,     8.9234, 
[  2500,  0.0000440]     0.4079,     0.6909,     0.7645,     9.6668, 
[  2600,  0.0000456]     0.4103,     0.7229,     0.8023,     7.7766, 
[  2700,  0.0000472]     0.4345,     0.6964,     0.7680,     9.4770, 
[  2800,  0.0000488]     0.4424,     0.7180,     0.7873,     9.1169, 
[  2900,  0.0000504]     0.4853,     0.7506,     0.8160,     7.4587, 
[  3000,  0.0000520]     0.4853,     0.7288,     0.7919,     9.8277, 
[  3100,  0.0000536]     0.5116,     0.7712,     0.8372,     5.9618, 
[  3200,  0.0000551]     0.4863,     0.7496,     0.8146,     7.7970, 
[  3300,  0.0000567]     0.5055,     0.7517,     0.8120,     8.0516, 
[  3400,  0.0000583]     0.5172,     0.7591,     0.8194,     7.1480, 
[  3500,  0.0000599]     0.5377,     0.7856,     0.8414,     7.0824, 
[  3600,  0.0000615]     0.5425,     0.7752,     0.8304,     7.3691, 
[  3700,  0.0000631]     0.5295,     0.7685,     0.8262,     7.4513, 
[  3800,  0.0000647]     0.5688,     0.7851,     0.8394,     6.2468, 
[  3900,  0.0000663]     0.5733,     0.7874,     0.8396,     7.3367, 
[  4000,  0.0000679]     0.5716,     0.7904,     0.8432,     7.0135, 
[  4100,  0.0000695]     0.5861,     0.8029,     0.8570,     5.7449, 
[  4200,  0.0000711]     0.5853,     0.8036,     0.8562,     6.0932, 
[  4300,  0.0000727]     0.5518,     0.7688,     0.8244,     7.8103, 
[  4400,  0.0000743]     0.5948,     0.7966,     0.8469,     7.1976, 
[  4500,  0.0000759]     0.6014,     0.8096,     0.8574,     6.2749, 
[  4600,  0.0000775]     0.6148,     0.8120,     0.8583,     6.5727, 
[  4700,  0.0000791]     0.5933,     0.8060,     0.8578,     6.2087, 
[  4800,  0.0000807]     0.5823,     0.7965,     0.8481,     6.3990, 
[  4900,  0.0000823]     0.6142,     0.8089,     0.8564,     5.8246, 
[  5000,  0.0000839]     0.6392,     0.8328,     0.8782,     5.0010, 
Validation (clean) EPE: 4.976367, 1px: 0.642416, 3px: 0.852872, 5px: 0.895757
Validation (final) EPE: 6.226936, 1px: 0.596594, 3px: 0.815296, 5px: 0.864040
